model,target,question_id,scope_id,kw_context,vl_propform,justify,k-shot,repeat_num,q_kw,q_vl,q_lf,expected,response
meta-llama,Substitutive,10,1,0,1,1,10,1,à froid,à chaud,Contr,Oui,Non
meta-llama,Substitutive,10,1,0,1,1,10,2,à froid,à chaud,Contr,Oui,Oui
meta-llama,Substitutive,10,1,0,1,1,10,3,à froid,à chaud,Contr,Oui,Non
meta-llama,Substitutive,10,1,0,1,1,10,4,à froid,à chaud,Contr,Oui,Oui
meta-llama,Substitutive,11,1,0,1,1,10,1,vexer,se vexer,Result_2,Non,Non
meta-llama,Substitutive,11,1,0,1,1,10,2,vexer,se vexer,Result_2,Non,Oui
meta-llama,Substitutive,11,1,0,1,1,10,3,vexer,se vexer,Result_2,Non,Oui
meta-llama,Substitutive,11,1,0,1,1,10,4,vexer,se vexer,Result_2,Non,Oui
meta-llama,Substitutive,12,1,0,1,1,10,1,antérieur,antérieurement,Adv_0,Non,Non
meta-llama,Substitutive,12,1,0,1,1,10,3,antérieur,antérieurement,Adv_0,Non,Oui
meta-llama,Substitutive,12,1,0,1,1,10,4,antérieur,antérieurement,Adv_0,Non,Oui
meta-llama,Substitutive,13,1,0,1,1,10,1,autoroute,autoroutier,A_0,Non,Non
meta-llama,Substitutive,13,1,0,1,1,10,3,autoroute,autoroutier,A_0,Non,Oui
meta-llama,Substitutive,13,1,0,1,1,10,4,autoroute,autoroutier,A_0,Non,Oui
meta-llama,Substitutive,14,1,0,1,1,10,1,avalanche,en avalanche,Adv_1,Non,Non
meta-llama,Substitutive,14,1,0,1,1,10,3,avalanche,en avalanche,Adv_1,Non,Non
meta-llama,Substitutive,14,1,0,1,1,10,4,avalanche,en avalanche,Adv_1,Non,Oui
meta-llama,Substitutive,15,1,0,1,1,10,1,définition,définitionnel,A_0,Non,Non
meta-llama,Substitutive,15,1,0,1,1,10,2,définition,définitionnel,A_0,Non,Oui
meta-llama,Substitutive,15,1,0,1,1,10,3,définition,définitionnel,A_0,Non,Non
meta-llama,Substitutive,15,1,0,1,1,10,4,définition,définitionnel,A_0,Non,Oui
meta-llama,Substitutive,16,1,0,1,1,10,1,courage,courageusement,Adv_1,Non,Non
meta-llama,Substitutive,16,1,0,1,1,10,2,courage,courageusement,Adv_1,Non,Oui
meta-llama,Substitutive,16,1,0,1,1,10,3,courage,courageusement,Adv_1,Non,Oui
meta-llama,Substitutive,16,1,0,1,1,10,4,courage,courageusement,Adv_1,Non,Oui
meta-llama,Substitutive,17,1,0,1,1,10,1,aéroport,aéroportuaire,A_0,Non,Non
meta-llama,Substitutive,17,1,0,1,1,10,3,aéroport,aéroportuaire,A_0,Non,Non
meta-llama,Substitutive,17,1,0,1,1,10,4,aéroport,aéroportuaire,A_0,Non,Oui
meta-llama,Substitutive,18,1,0,1,1,10,1,critique,critique,S_res,Non,Oui
meta-llama,Substitutive,18,1,0,1,1,10,3,critique,critique,S_res,Non,Oui
meta-llama,Substitutive,18,1,0,1,1,10,4,critique,critique,S_res,Non,Oui
meta-llama,Substitutive,19,1,0,1,1,10,1,croiser,croisement,S_0,Non,Non
meta-llama,Substitutive,19,1,0,1,1,10,2,croiser,croisement,S_0,Non,Oui
meta-llama,Substitutive,19,1,0,1,1,10,3,croiser,croisement,S_0,Non,Oui
meta-llama,Substitutive,19,1,0,1,1,10,4,croiser,croisement,S_0,Non,Oui
meta-llama,Substitutive,20,1,0,1,1,10,1,service,client,S_2,Non,Non
meta-llama,Substitutive,20,1,0,1,1,10,3,service,client,S_2,Non,Non
meta-llama,Substitutive,20,1,0,1,1,10,4,service,client,S_2,Non,Oui
meta-llama,Subst_sens_similaire,1,1,0,1,1,10,1,s’affaiblir,affaiblir,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,1,1,0,1,1,10,3,s’affaiblir,affaiblir,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,1,1,0,1,1,10,4,s’affaiblir,affaiblir,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,2,1,0,1,1,10,1,inquiéter,s’inquiéter,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,2,1,0,1,1,10,2,inquiéter,s’inquiéter,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,2,1,0,1,1,10,3,inquiéter,s’inquiéter,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,2,1,0,1,1,10,4,inquiéter,s’inquiéter,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,3,1,0,1,1,10,1,creusé,creusé,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,3,1,0,1,1,10,3,creusé,creusé,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,3,1,0,1,1,10,4,creusé,creusé,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,4,1,0,1,1,10,1,bock,boisson alcoolisée,Gener,Oui,Non
meta-llama,Subst_sens_similaire,4,1,0,1,1,10,3,bock,boisson alcoolisée,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,4,1,0,1,1,10,4,bock,boisson alcoolisée,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,5,1,0,1,1,10,1,pelouse,terrain,Gener,Oui,Non
meta-llama,Subst_sens_similaire,5,1,0,1,1,10,2,pelouse,terrain,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,5,1,0,1,1,10,3,pelouse,terrain,Gener,Oui,Non
meta-llama,Subst_sens_similaire,5,1,0,1,1,10,4,pelouse,terrain,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,6,1,0,1,1,10,1,revenir,se rappeler,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,6,1,0,1,1,10,2,revenir,se rappeler,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,6,1,0,1,1,10,3,revenir,se rappeler,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,6,1,0,1,1,10,4,revenir,se rappeler,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,6,1,0,1,1,10,5,revenir,se rappeler,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,7,1,0,1,1,10,1,se composer,composer,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,7,1,0,1,1,10,3,se composer,composer,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,7,1,0,1,1,10,4,se composer,composer,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,8,1,0,1,1,10,1,vécés,wawa,Syn,Oui,Non
meta-llama,Subst_sens_similaire,8,1,0,1,1,10,2,vécés,wawa,Syn,Oui,Non
meta-llama,Subst_sens_similaire,8,1,0,1,1,10,3,vécés,wawa,Syn,Oui,Non
meta-llama,Subst_sens_similaire,8,1,0,1,1,10,4,vécés,wawa,Syn,Oui,Non
meta-llama,Subst_sens_similaire,9,1,0,1,1,10,1,pinard,boisson,Gener,Oui,Non
meta-llama,Subst_sens_similaire,9,1,0,1,1,10,3,pinard,boisson,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,9,1,0,1,1,10,4,pinard,boisson,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,10,1,0,1,1,10,1,popotin,derche,Syn,Oui,Non
meta-llama,Subst_sens_similaire,10,1,0,1,1,10,2,popotin,derche,Syn,Oui,Oui
meta-llama,Subst_sens_similaire,10,1,0,1,1,10,3,popotin,derche,Syn,Oui,Non
meta-llama,Subst_sens_similaire,10,1,0,1,1,10,4,popotin,derche,Syn,Oui,Oui
meta-llama,Subst_sens_similaire,11,1,0,1,1,10,1,désapprouver,approuver,Anti,Non,Non
meta-llama,Subst_sens_similaire,11,1,0,1,1,10,3,désapprouver,approuver,Anti,Non,Non
meta-llama,Subst_sens_similaire,11,1,0,1,1,10,4,désapprouver,approuver,Anti,Non,Oui
meta-llama,Subst_sens_similaire,12,1,0,1,1,10,1,s’éloigner,se rapprocher,Anti,Non,Non
meta-llama,Subst_sens_similaire,12,1,0,1,1,10,3,s’éloigner,se rapprocher,Anti,Non,Non
meta-llama,Subst_sens_similaire,12,1,0,1,1,10,4,s’éloigner,se rapprocher,Anti,Non,Oui
meta-llama,Subst_sens_similaire,13,1,0,1,1,10,1,mains propres,mains sales,Anti,Non,Non
meta-llama,Subst_sens_similaire,13,1,0,1,1,10,3,mains propres,mains sales,Anti,Non,Non
meta-llama,Subst_sens_similaire,13,1,0,1,1,10,4,mains propres,mains sales,Anti,Non,Non
meta-llama,Subst_sens_similaire,14,1,0,1,1,10,1,démarrer,s’arrêter,Anti,Non,Non
meta-llama,Subst_sens_similaire,14,1,0,1,1,10,3,démarrer,s’arrêter,Anti,Non,Non
meta-llama,Subst_sens_similaire,14,1,0,1,1,10,4,démarrer,s’arrêter,Anti,Non,Non
meta-llama,Subst_sens_similaire,15,1,0,1,1,10,1,efficacité,inefficacité,Anti,Non,Non
meta-llama,Subst_sens_similaire,15,1,0,1,1,10,2,efficacité,inefficacité,Anti,Non,Oui
meta-llama,Subst_sens_similaire,15,1,0,1,1,10,3,efficacité,inefficacité,Anti,Non,Oui
meta-llama,Subst_sens_similaire,15,1,0,1,1,10,4,efficacité,inefficacité,Anti,Non,Oui
meta-llama,Subst_sens_similaire,16,1,0,1,1,10,1,curable,inguérissable,Anti,Non,Non
meta-llama,Subst_sens_similaire,16,1,0,1,1,10,2,curable,inguérissable,Anti,Non,Non
meta-llama,Subst_sens_similaire,16,1,0,1,1,10,3,curable,inguérissable,Anti,Non,Non
meta-llama,Subst_sens_similaire,16,1,0,1,1,10,4,curable,inguérissable,Anti,Non,Non
meta-llama,Subst_sens_similaire,17,1,0,1,1,10,1,sensible,sensible,Conv_21,Non,Non
meta-llama,Subst_sens_similaire,17,1,0,1,1,10,2,sensible,sensible,Conv_21,Non,Oui
meta-llama,Subst_sens_similaire,17,1,0,1,1,10,3,sensible,sensible,Conv_21,Non,Oui
meta-llama,Subst_sens_similaire,17,1,0,1,1,10,4,sensible,sensible,Conv_21,Non,Oui
meta-llama,Subst_sens_similaire,18,1,0,1,1,10,1,intégration verticale,intégration horizontale,Contr,Non,Non
meta-llama,Subst_sens_similaire,18,1,0,1,1,10,3,intégration verticale,intégration horizontale,Contr,Non,Non
meta-llama,Subst_sens_similaire,18,1,0,1,1,10,4,intégration verticale,intégration horizontale,Contr,Non,Oui
meta-llama,Subst_sens_similaire,19,1,0,1,1,10,1,perdre,gagner,Anti,Non,Non
meta-llama,Subst_sens_similaire,19,1,0,1,1,10,3,perdre,gagner,Anti,Non,Non
meta-llama,Subst_sens_similaire,19,1,0,1,1,10,4,perdre,gagner,Anti,Non,Oui
meta-llama,Subst_sens_similaire,20,1,0,1,1,10,1,fermé,ouvert,Anti,Non,Non
meta-llama,Subst_sens_similaire,20,1,0,1,1,10,3,fermé,ouvert,Anti,Non,Non
meta-llama,Subst_sens_similaire,20,1,0,1,1,10,4,fermé,ouvert,Anti,Non,Oui
meta-llama,Subst_sens_similaire,21,2,0,1,1,10,1,s’affaiblir,affaiblir,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,21,2,0,1,1,10,2,s’affaiblir,affaiblir,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,21,2,0,1,1,10,3,s’affaiblir,affaiblir,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,21,2,0,1,1,10,4,s’affaiblir,affaiblir,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,22,2,0,1,1,10,1,inquiéter,s’inquiéter,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,22,2,0,1,1,10,2,inquiéter,s’inquiéter,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,22,2,0,1,1,10,3,inquiéter,s’inquiéter,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,22,2,0,1,1,10,4,inquiéter,s’inquiéter,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,23,2,0,1,1,10,1,creusé,creusé,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,23,2,0,1,1,10,3,creusé,creusé,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,23,2,0,1,1,10,4,creusé,creusé,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,24,2,0,1,1,10,1,bock,boisson alcoolisée,Gener,Oui,Non
meta-llama,Subst_sens_similaire,24,2,0,1,1,10,3,bock,boisson alcoolisée,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,24,2,0,1,1,10,4,bock,boisson alcoolisée,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,25,2,0,1,1,10,1,pelouse,terrain,Gener,Oui,Non
meta-llama,Subst_sens_similaire,25,2,0,1,1,10,2,pelouse,terrain,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,25,2,0,1,1,10,3,pelouse,terrain,Gener,Oui,Non
meta-llama,Subst_sens_similaire,25,2,0,1,1,10,4,pelouse,terrain,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,26,2,0,1,1,10,1,revenir,se rappeler,Conv_21,Oui,Non
meta-llama,Subst_sens_similaire,26,2,0,1,1,10,2,revenir,se rappeler,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,26,2,0,1,1,10,3,revenir,se rappeler,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,26,2,0,1,1,10,4,revenir,se rappeler,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,27,2,0,1,1,10,1,se composer,composer,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,27,2,0,1,1,10,2,se composer,composer,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,27,2,0,1,1,10,3,se composer,composer,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,27,2,0,1,1,10,4,se composer,composer,Conv_21,Oui,Oui
meta-llama,Subst_sens_similaire,28,2,0,1,1,10,1,vécés,wawa,Syn,Oui,Non
meta-llama,Subst_sens_similaire,28,2,0,1,1,10,2,vécés,wawa,Syn,Oui,Oui
meta-llama,Subst_sens_similaire,28,2,0,1,1,10,3,vécés,wawa,Syn,Oui,Non
meta-llama,Subst_sens_similaire,28,2,0,1,1,10,4,vécés,wawa,Syn,Oui,Non
meta-llama,Subst_sens_similaire,29,2,0,1,1,10,1,pinard,boisson,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,29,2,0,1,1,10,3,pinard,boisson,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,29,2,0,1,1,10,4,pinard,boisson,Gener,Oui,Oui
meta-llama,Subst_sens_similaire,30,2,0,1,1,10,1,popotin,derche,Syn,Oui,Non
meta-llama,Subst_sens_similaire,30,2,0,1,1,10,2,popotin,derche,Syn,Oui,Oui
meta-llama,Subst_sens_similaire,30,2,0,1,1,10,3,popotin,derche,Syn,Oui,Non
meta-llama,Subst_sens_similaire,30,2,0,1,1,10,4,popotin,derche,Syn,Oui,Oui
meta-llama,Subst_sens_similaire,31,2,0,1,1,10,1,coudre,machine à coudre,S_instr,Non,Non
meta-llama,Subst_sens_similaire,31,2,0,1,1,10,2,coudre,machine à coudre,S_instr,Non,Oui
meta-llama,Subst_sens_similaire,31,2,0,1,1,10,3,coudre,machine à coudre,S_instr,Non,Oui
meta-llama,Subst_sens_similaire,31,2,0,1,1,10,4,coudre,machine à coudre,S_instr,Non,Oui
meta-llama,Subst_sens_similaire,32,2,0,1,1,10,1,cailler,cailler,Result_2,Non,Non
meta-llama,Subst_sens_similaire,32,2,0,1,1,10,3,cailler,cailler,Result_2,Non,Oui
meta-llama,Subst_sens_similaire,32,2,0,1,1,10,4,cailler,cailler,Result_2,Non,Oui
meta-llama,Subst_sens_similaire,33,2,0,1,1,10,1,fièvre,fébrilement,Adv_1,Non,Non
meta-llama,Subst_sens_similaire,33,2,0,1,1,10,2,fièvre,fébrilement,Adv_1,Non,Oui
meta-llama,Subst_sens_similaire,33,2,0,1,1,10,3,fièvre,fébrilement,Adv_1,Non,Non
meta-llama,Subst_sens_similaire,33,2,0,1,1,10,4,fièvre,fébrilement,Adv_1,Non,Oui
meta-llama,Subst_sens_similaire,34,2,0,1,1,10,1,lointain,loin,Adv_0,Non,Oui
meta-llama,Subst_sens_similaire,34,2,0,1,1,10,2,lointain,loin,Adv_0,Non,Oui
meta-llama,Subst_sens_similaire,34,2,0,1,1,10,3,lointain,loin,Adv_0,Non,Oui
meta-llama,Subst_sens_similaire,34,2,0,1,1,10,4,lointain,loin,Adv_0,Non,Oui
meta-llama,Subst_sens_similaire,35,2,0,1,1,10,1,averse,en averse,Adv_1,Non,Non
meta-llama,Subst_sens_similaire,35,2,0,1,1,10,2,averse,en averse,Adv_1,Non,Oui
meta-llama,Subst_sens_similaire,35,2,0,1,1,10,3,averse,en averse,Adv_1,Non,Non
meta-llama,Subst_sens_similaire,35,2,0,1,1,10,4,averse,en averse,Adv_1,Non,Oui
meta-llama,Subst_sens_similaire,36,2,0,1,1,10,1,probable,probablement,Adv_0,Non,Non
meta-llama,Subst_sens_similaire,36,2,0,1,1,10,2,probable,probablement,Adv_0,Non,Oui
meta-llama,Subst_sens_similaire,36,2,0,1,1,10,3,probable,probablement,Adv_0,Non,Oui
meta-llama,Subst_sens_similaire,36,2,0,1,1,10,4,probable,probablement,Adv_0,Non,Oui
meta-llama,Subst_sens_similaire,37,2,0,1,1,10,1,bien,mal,Anti,Non,Non
meta-llama,Subst_sens_similaire,37,2,0,1,1,10,2,bien,mal,Anti,Non,Oui
meta-llama,Subst_sens_similaire,37,2,0,1,1,10,3,bien,mal,Anti,Non,Non
meta-llama,Subst_sens_similaire,37,2,0,1,1,10,4,bien,mal,Anti,Non,Oui
meta-llama,Subst_sens_similaire,38,2,0,1,1,10,1,exécuter,exécuté,A_2,Non,Oui
meta-llama,Subst_sens_similaire,38,2,0,1,1,10,3,exécuter,exécuté,A_2,Non,Oui
meta-llama,Subst_sens_similaire,38,2,0,1,1,10,4,exécuter,exécuté,A_2,Non,Oui
meta-llama,Subst_sens_similaire,39,2,0,1,1,10,1,sensible,sensible,Conv_21,Non,Non
meta-llama,Subst_sens_similaire,39,2,0,1,1,10,3,sensible,sensible,Conv_21,Non,Non
meta-llama,Subst_sens_similaire,39,2,0,1,1,10,4,sensible,sensible,Conv_21,Non,Oui
meta-llama,Subst_sens_similaire,40,2,0,1,1,10,1,cession,céder,V_0,Non,Non
meta-llama,Subst_sens_similaire,40,2,0,1,1,10,2,cession,céder,V_0,Non,Oui
meta-llama,Subst_sens_similaire,40,2,0,1,1,10,3,cession,céder,V_0,Non,Oui
meta-llama,Subst_sens_similaire,40,2,0,1,1,10,4,cession,céder,V_0,Non,Oui
meta-llama,Syn,1,1,0,1,1,10,1,nombre,chiffre,Syn,Oui,Non
meta-llama,Syn,1,1,0,1,1,10,2,nombre,chiffre,Syn,Oui,Oui
meta-llama,Syn,1,1,0,1,1,10,3,nombre,chiffre,Syn,Oui,Non
meta-llama,Syn,1,1,0,1,1,10,4,nombre,chiffre,Syn,Oui,Oui
meta-llama,Syn,2,1,0,1,1,10,1,e-mail,adresse e-mail,Syn,Oui,Non
meta-llama,Syn,2,1,0,1,1,10,2,e-mail,adresse e-mail,Syn,Oui,Oui
meta-llama,Syn,2,1,0,1,1,10,3,e-mail,adresse e-mail,Syn,Oui,Oui
meta-llama,Syn,2,1,0,1,1,10,4,e-mail,adresse e-mail,Syn,Oui,Oui
meta-llama,Syn,2,1,0,1,1,10,5,e-mail,adresse e-mail,Syn,Oui,Non
meta-llama,Syn,3,1,0,1,1,10,1,s’enlaidir,enlaidir,Syn,Oui,Non
meta-llama,Syn,3,1,0,1,1,10,2,s’enlaidir,enlaidir,Syn,Oui,Oui
meta-llama,Syn,3,1,0,1,1,10,3,s’enlaidir,enlaidir,Syn,Oui,Non
meta-llama,Syn,3,1,0,1,1,10,4,s’enlaidir,enlaidir,Syn,Oui,Oui
meta-llama,Syn,4,1,0,1,1,10,1,planquer,dissimuler,Syn,Oui,Non
meta-llama,Syn,4,1,0,1,1,10,3,planquer,dissimuler,Syn,Oui,Oui
meta-llama,Syn,4,1,0,1,1,10,4,planquer,dissimuler,Syn,Oui,Oui
meta-llama,Syn,5,1,0,1,1,10,1,bachot,bac,Syn,Oui,Non
meta-llama,Syn,5,1,0,1,1,10,2,bachot,bac,Syn,Oui,Oui
meta-llama,Syn,5,1,0,1,1,10,3,bachot,bac,Syn,Oui,Oui
meta-llama,Syn,5,1,0,1,1,10,4,bachot,bac,Syn,Oui,Oui
meta-llama,Syn,6,1,0,1,1,10,1,aspirateur,aspi,Syn,Oui,Non
meta-llama,Syn,6,1,0,1,1,10,2,aspirateur,aspi,Syn,Oui,Oui
meta-llama,Syn,6,1,0,1,1,10,3,aspirateur,aspi,Syn,Oui,Non
meta-llama,Syn,6,1,0,1,1,10,4,aspirateur,aspi,Syn,Oui,Oui
meta-llama,Syn,7,1,0,1,1,10,1,à fond les manettes,à fond,Syn,Oui,Non
meta-llama,Syn,7,1,0,1,1,10,2,à fond les manettes,à fond,Syn,Oui,Oui
meta-llama,Syn,7,1,0,1,1,10,3,à fond les manettes,à fond,Syn,Oui,Non
meta-llama,Syn,7,1,0,1,1,10,4,à fond les manettes,à fond,Syn,Oui,Oui
meta-llama,Syn,8,1,0,1,1,10,1,pied,arpion,Syn,Oui,Non
meta-llama,Syn,8,1,0,1,1,10,2,pied,arpion,Syn,Oui,Oui
meta-llama,Syn,8,1,0,1,1,10,3,pied,arpion,Syn,Oui,Non
meta-llama,Syn,8,1,0,1,1,10,4,pied,arpion,Syn,Oui,Oui
meta-llama,Syn,9,1,0,1,1,10,1,bon-papa,grand-père,Syn,Oui,Non
meta-llama,Syn,9,1,0,1,1,10,2,bon-papa,grand-père,Syn,Oui,Oui
meta-llama,Syn,9,1,0,1,1,10,3,bon-papa,grand-père,Syn,Oui,Oui
meta-llama,Syn,9,1,0,1,1,10,4,bon-papa,grand-père,Syn,Oui,Oui
meta-llama,Syn,10,1,0,1,1,10,1,ballon rond,football,Syn,Oui,Non
meta-llama,Syn,10,1,0,1,1,10,2,ballon rond,football,Syn,Oui,Oui
meta-llama,Syn,10,1,0,1,1,10,3,ballon rond,football,Syn,Oui,Oui
meta-llama,Syn,10,1,0,1,1,10,4,ballon rond,football,Syn,Oui,Oui
meta-llama,Syn,11,1,0,1,1,10,1,reprocher,blâmer,Conv_32,Non,Non
meta-llama,Syn,11,1,0,1,1,10,2,reprocher,blâmer,Conv_32,Non,Oui
meta-llama,Syn,11,1,0,1,1,10,3,reprocher,blâmer,Conv_32,Non,Oui
meta-llama,Syn,11,1,0,1,1,10,4,reprocher,blâmer,Conv_32,Non,Oui
meta-llama,Syn,12,1,0,1,1,10,1,manquer,manquer,Conv_21,Non,Non
meta-llama,Syn,12,1,0,1,1,10,3,manquer,manquer,Conv_21,Non,Non
meta-llama,Syn,12,1,0,1,1,10,4,manquer,manquer,Conv_21,Non,Non
meta-llama,Syn,13,1,0,1,1,10,1,ver,espèce,Gener,Non,Non
meta-llama,Syn,13,1,0,1,1,10,2,ver,espèce,Gener,Non,Oui
meta-llama,Syn,13,1,0,1,1,10,3,ver,espèce,Gener,Non,Non
meta-llama,Syn,13,1,0,1,1,10,4,ver,espèce,Gener,Non,Oui
meta-llama,Syn,14,1,0,1,1,10,1,sprinter,athlète,Gener,Non,Non
meta-llama,Syn,14,1,0,1,1,10,2,sprinter,athlète,Gener,Non,Oui
meta-llama,Syn,14,1,0,1,1,10,3,sprinter,athlète,Gener,Non,Oui
meta-llama,Syn,14,1,0,1,1,10,4,sprinter,athlète,Gener,Non,Oui
meta-llama,Syn,15,1,0,1,1,10,1,front,partie du corps,Gener,Non,Non
meta-llama,Syn,15,1,0,1,1,10,2,front,partie du corps,Gener,Non,Oui
meta-llama,Syn,15,1,0,1,1,10,3,front,partie du corps,Gener,Non,Oui
meta-llama,Syn,15,1,0,1,1,10,4,front,partie du corps,Gener,Non,Oui
meta-llama,Syn,16,1,0,1,1,10,1,F7,habitation,Gener,Non,Non
meta-llama,Syn,16,1,0,1,1,10,3,F7,habitation,Gener,Non,Non
meta-llama,Syn,16,1,0,1,1,10,4,F7,habitation,Gener,Non,Non
meta-llama,Syn,17,1,0,1,1,10,1,se coucher,coucher,Conv_21,Non,Non
meta-llama,Syn,17,1,0,1,1,10,2,se coucher,coucher,Conv_21,Non,Oui
meta-llama,Syn,17,1,0,1,1,10,3,se coucher,coucher,Conv_21,Non,Oui
meta-llama,Syn,17,1,0,1,1,10,4,se coucher,coucher,Conv_21,Non,Oui
meta-llama,Syn,18,1,0,1,1,10,1,uniforme,tenue,Gener,Non,Non
meta-llama,Syn,18,1,0,1,1,10,2,uniforme,tenue,Gener,Non,Oui
meta-llama,Syn,18,1,0,1,1,10,3,uniforme,tenue,Gener,Non,Oui
meta-llama,Syn,18,1,0,1,1,10,4,uniforme,tenue,Gener,Non,Oui
meta-llama,Syn,19,1,0,1,1,10,1,cercueil,boisson alcoolisée,Gener,Non,Non
